课程编号,课程名,开课学院,类型,分类,学分,,老师
B3J123120,语义学(英汉双语),外国语学院,选修,一般专业类,2,,王洪磊
B3J123130,词汇学(全英语),外国语学院,选修,一般专业类,2,,田飞洋
B3J123150,认知语言学(英汉双语),外国语学院,选修,一般专业类,2,,李福印
B3J123170,德语国家国情(其他语言),外国语学院,选修,一般专业类,2,,Barbara Nowara
B3J123180,德语写作（2）(其他语言),外国语学院,选修,一般专业类,2,,Barbara Nowara
B3J123190,德语文学流派(其他语言),外国语学院,选修,一般专业类,2,,吴晓樵
B3J123191,高级德语口语（1）(其他语言),外国语学院,选修,一般专业类,2,,Barbara Nowara
B3J123310,英国文学史(英汉双语),外国语学院,选修,一般专业类,2,,张继琴
B3J123320,美国文学史(英汉双语),外国语学院,选修,一般专业类,2,,李 英
B3J123330,英诗赏析(英汉双语),外国语学院,选修,一般专业类,2,,顿 超
B3J123350,英语短篇小说(英汉双语),外国语学院,选修,一般专业类,2,,邢春丽
B3J123360,英语国家文学(英汉双语),外国语学院,选修,一般专业类,2,,黄重凤
B3J123660,修辞理论(全英语),外国语学院,选修,一般专业类,2,,胥国红
B3J13271A,房屋建筑学(全汉语),交通科学与工程学院,选修,一般专业类,4.5,,白 音
B3J13312A,工程仿真软件基础(全汉语),交通科学与工程学院,选修,一般专业类,1,,胡大勇
B3J13316A,汽车材料(全英语),交通科学与工程学院,选修,一般专业类,2,,许 骏
B3J13321A,液压与气动基础(全汉语),交通科学与工程学院,选修,一般专业类,2,,王 岩
B3J13324A,有限元基础(全汉语),交通科学与工程学院,选修,一般专业类,1.5,,刘艳芳
B3J13336A,交通心理与行为(全汉语),交通科学与工程学院,选修,一般专业类,2,,丁 川|于 滨
B3J13341A,交通运输网络分析(全汉语),交通科学与工程学院,选修,一般专业类,2,,于 滨
B3J13361B,人因工程与飞行安全(全汉语),交通科学与工程学院,选修,一般专业类,2,,杜俊敏
B3J13371A,有限元基础(全汉语),交通科学与工程学院,选修,一般专业类,1,,高政国
B3J13372A,工程地质学(全汉语),交通科学与工程学院,选修,一般专业类,1.5,,冯锦艳
B3J13373A,工程概预算(全汉语),交通科学与工程学院,选修,一般专业类,1,,罗 汀
B3J13419A,单片机原理及系统设计(全汉语),交通科学与工程学院,选修,一般专业类,1,,王 建
B3J13464B,飞机环境控制系统与适航(全汉语),交通科学与工程学院,选修,一般专业类,2,,柯 鹏
B3J14323A,可靠性试验技术(全汉语),可靠性与系统工程学院,选修,一般专业类,1.5,,王晓红
B3J14331B,产品可靠性维修性设计(全汉语),可靠性与系统工程学院,选修,一般专业类,1,,周 栋|杨德真
B3J153620,传感器技术与测试系统(全汉语),宇航学院,选修,一般专业类,2,,王可东
B3J153910,航天飞行器操作与应用基础(全汉语),宇航学院,选修,一般专业类,1.5,,董云峰
B3J153960,工程热力学与传热学(全汉语),宇航学院,选修,一般专业类,2,,王长辉
B3J153960,工程热力学与传热学(全汉语),宇航学院,选修,一般专业类,2,,王一白
B3J153980,新概念航天器——绳系系统和太阳帆导论(全汉语),宇航学院,选修,一般专业类,1.5,,钟 睿
B3J173420,激光原理与技术(全汉语),仪器科学与光电工程学院,必修,一般专业类,3,,杨远洪
B3J173420,激光原理与技术(全汉语),仪器科学与光电工程学院,必修,一般专业类,3,,胡姝玲
B3J173510,传感器技术及应用(全汉语),仪器科学与光电工程学院,必修,一般专业类,3,,樊尚春
B3J173510,传感器技术及应用(全汉语),仪器科学与光电工程学院,必修,一般专业类,3,,郭占社
B3J173510,传感器技术及应用(全汉语),仪器科学与光电工程学院,必修,一般专业类,3,,李 成
B3J193710,专业英语(英汉双语),物理科学与核能工程学院,选修,一般专业类,2,,朱开贵
B3J193720,物理学前沿专题(全汉语),物理科学与核能工程学院,选修,一般专业类,2,,周 苗
B3J193740,半导体物理导论(全汉语),物理科学与核能工程学院,选修,一般专业类,2,,时洪亮
B3J193760,数学物理方法（2）(全汉语),物理科学与核能工程学院,必修,一般专业类,3,,郭怀明
B3J193810,信号与系统(全汉语),物理科学与核能工程学院,选修,一般专业类,2,,李 华
B3J193830,微机原理与接口技术(全汉语),物理科学与核能工程学院,选修,一般专业类,2,,郑 明
B3J193870,激光原理与激光测量(全汉语),物理科学与核能工程学院,选修,一般专业类,2,,钱建强
B3J193880,信息光学(全汉语),物理科学与核能工程学院,选修,一般专业类,2,,王三胜
B3J193910,核科学概论(全汉语),物理科学与核能工程学院,选修,一般专业类,2,,竺礼华
B3J193920,核技术基础(全汉语),物理科学与核能工程学院,选修,一般专业类,2,,乐小云
B3J203110,破产法(全汉语),法学院,选修,一般专业类,2,,乔博娟
B3J20321A,经济法(全汉语),法学院,选修,一般专业类,3,,王 丽
B3J203220,环境法(全汉语),法学院,必修,一般专业类,2,,梁文婷
B3J203240,金融法(全汉语),法学院,选修,一般专业类,2,,朱晓婷
B3J203250,保险法(全汉语),法学院,选修,一般专业类,2,,任自力
B3J203260,票据法(全汉语),法学院,选修,一般专业类,2,,王 丽|周学峰
B3J203270,财税法(全汉语),法学院,选修,一般专业类,2,,董杜骄
B3J203290,电子商务法(全汉语),法学院,选修,一般专业类,2,,董杜骄
B3J203311,知识产权法（全英文）(全英语),法学院,选修,一般专业类,2,,孙新强
B3J203420,强制执行法(全汉语),法学院,选修,一般专业类,2,,张晓茹
B3J203430,仲裁法(全汉语),法学院,选修,一般专业类,1,,张晓茹
B3J203610,人权法(全汉语),法学院,选修,一般专业类,2,,翟庆振
B3J205840,司法实务(全汉语),法学院,选修,一般专业类,2,,肖建华
B3J213110,数字电路分析设计,软件学院,选修,一般专业类,2,,邓莹莹
B3J213120,嵌入式系统(全汉语),软件学院,选修,一般专业类,2,,康一梅
B3J213210,数据挖掘概论(全汉语),软件学院,选修,一般专业类,2,,杜孝平
B3J213220,网络存储,软件学院,选修,一般专业类,2,,路新喜
B3J213711,网络管理(全英语),软件学院,选修,一般专业类,1,,Ian
B3J213721,数据管理(全英语),软件学院,选修,一般专业类,1,,Ian
B3J213810,响应式web设计(全汉语),软件学院,选修,一般专业类,1,,李祺
B3J213820,大数据概论(全汉语),软件学院,选修,一般专业类,1,,李祺
B3J263460,UI设计(全汉语),新媒体艺术与设计学院,选修,一般专业类,2,,王 宁
B3J263470,包装设计(全汉语),新媒体艺术与设计学院,选修,一般专业类,2,,宋泽惠
B3J263620,动态图像设计(全汉语),新媒体艺术与设计学院,选修,一般专业类,2,,刘莎
B3J263630,实验影像创作(全汉语),新媒体艺术与设计学院,选修,一般专业类,2,,刘 恪
B3J263640,三维图像设计基础(全汉语),新媒体艺术与设计学院,选修,一般专业类,2,,徐静秋
B3J263790,油画基础(全汉语),新媒体艺术与设计学院,选修,一般专业类,2,,庄维嘉
B3J263810,丝网版画基础(全汉语),新媒体艺术与设计学院,选修,一般专业类,2,,王 丹
B3J263820,水墨小品(全汉语),新媒体艺术与设计学院,选修,一般专业类,2,,李 佳
B3J263920,交互动画设计(全汉语),新媒体艺术与设计学院,选修,一般专业类,2,,胡 勇
B3J27334B,高分子化学,化学学院,选修,一般专业类,3,,王明存
B3J27334B,高分子化学,化学学院,选修,一般专业类,3,,王明存
B3J27336B,化工原理(全汉语),化学学院,选修,一般专业类,3,,高龙成|东宇
B3J27341B,中级无机化学(全汉语),化学学院,选修,一般专业类,3,,高秋明
B3J27343C,化学进展(英汉双语),化学学院,选修,一般专业类,3,,高秋明
B3J27344B,基础生物化学(全汉语),化学学院,选修,一般专业类,2,,范 霞
B3J27345B,超分子化学(全汉语),化学学院,选修,一般专业类,2,,刘全勇
B3J27351B,复合材料(全汉语),化学学院,选修,一般专业类,2,,杨中甲
B3J273681,软物质科学导论（英文）(全英语),化学学院,选修,一般专业类,2,,刘 丽
B1C123110,二外德语（3）(其他语言),外国语学院,必修,语言类,2,,梁 亮
B1C123120,二外法语（3）(其他语言),外国语学院,必修,语言类,2,,杨 榕
B1C123130,二外日语（3）(其他语言),外国语学院,必修,语言类,2,,吴向红
,,,,,,,
,,,,,,,
B08D3010,经济管理(全汉语),经济管理学院,必修,人文社科类课程,2,,单 伟|李亚帅
B08D3010,经济管理(全汉语),经济管理学院,必修,人文社科类课程,2,,王玉灵
B08D3010,经济管理(全汉语),经济管理学院,必修,人文社科类课程,2,,张人千|田 琼
B08D3010,经济管理(全汉语),经济管理学院,必修,人文社科类课程,2,,张人千|田 琼
B08D3010,经济管理(全汉语),经济管理学院,必修,人文社科类课程,2,,杨 敏
B08D3010,经济管理(全汉语),经济管理学院,必修,人文社科类课程,2,,单 伟|李亚帅
B1A043230,复变函数(全汉语),能源与动力工程学院,必修,数学与自然科学类,2,,王 强
B1A09103BG,线性代数(全汉语),经济管理学院,必修,数学与自然科学类,3,,08系待定11
B1A091040L,工科高等数学（1）(全汉语),数学与系统科学学院,必修,数学与自然科学类,6,,薛晓春
B1A09104BG,工科高等数学(1)(全汉语),经济管理学院,必修,数学与自然科学类,6,,丁 丁
B1A091061L,工科高等数学（1）(全英语),数学与系统科学学院,必修,数学与自然科学类,6,,马尔克
B1A092041L,概率统计A(全英语),数学与系统科学学院,必修,数学与自然科学类,3,,杨 威
B1A09204A,概率统计A(全汉语),数学与系统科学学院,必修,数学与自然科学类,3,,罗 雪
B1A09204AL,概率统计A(全汉语),数学与系统科学学院,必修,数学与自然科学类,3,,谢伟献
B1A09204BG,概率统计B(全汉语),经济管理学院,必修,数学与自然科学类,2,,08系待定11
B1A192011L,工科大学物理（2）(全英语),物理科学与核能工程学院,必修,数学与自然科学类,4,,刘玉萍|刁训刚|王文玲|钟晓岚
B1A19201BL,工科大学物理（2）(全汉语),物理科学与核能工程学院,必修,数学与自然科学类,4,,刘湘华
B1A192031L,基础物理实验B（1）(全英语),物理科学与核能工程学院,必修,数学与自然科学类,1.5,,苗明川
B1A19203A,基础物理实验A(1)(其他语言),物理科学与核能工程学院,必修,数学与自然科学类,2,,李朝荣
B1A19203BL,基础物理实验B（1）(全汉语),物理科学与核能工程学院,必修,数学与自然科学类,1.5,,苗明川
B1A24212A,代数(1)(其他语言),中法工程师学院,必修,数学与自然科学类,2.5,,张心婷|王 钊|外教
B1A24213A,几何(1)(其他语言),中法工程师学院,必修,数学与自然科学类,2,,王 钊
B1A24214B,数学分析（2）(其他语言),中法工程师学院,必修,数学与自然科学类,4.5,,张心婷
B1A242220,电子学(其他语言),中法工程师学院,必修,数学与自然科学类,3.5,,安 炜|外教
B1A24223B,理论力学(2)(全汉语),中法工程师学院,必修,数学与自然科学类,4,,郭易圆
B1A24224A,物理实验-电子学(其他语言),中法工程师学院,必修,数学与自然科学类,2,,王 峥|安 炜|外教
B1A243260,电磁学(其他语言),中法工程师学院,必修,数学与自然科学类,3.5,,安 炜|外教
B1A271020,大学化学B(全汉语),化学学院,必修,数学与自然科学类,2.5,,刘克松
B1A271041L,普通化学(全英语),化学学院,必修,数学与自然科学类,1.5,,翟 锦
B1A351011,微积分（Ⅰ）(全英语),国际通用工程学院,必修,数学与自然科学类,6,,Sergei Alexandrov
B1A351031,线性代数(全英语),国际通用工程学院,必修,数学与自然科学类,4,,Willem Eerland
B1B022141L,计算机软件技术基础(全英语),电子信息工程学院,必修,工程基础类,3.5,,孙小倩|Sebastian Wandelt
B1B032110,模拟电子技术基础(全汉语),自动化科学与电气工程学院,必修,工程基础类,4,,唐 瑶
B1B032120,数字电子技术基础(全汉语),自动化科学与电气工程学院,必修,工程基础类,3,,王建华
B1B033010,微机原理及接口技术(全汉语),自动化科学与电气工程学院,必修,工程基础类,3,,李 妮
B1B033010,微机原理及接口技术(全汉语),自动化科学与电气工程学院,必修,工程基础类,3,,林 新
B1B033010,微机原理及接口技术(全汉语),自动化科学与电气工程学院,必修,工程基础类,3,,刘 丽
B1B033020,电气技术实践（2）(全汉语),自动化科学与电气工程学院,必修,工程基础类,2,,肖 瑾
B1B033020,电气技术实践（2）(全汉语),自动化科学与电气工程学院,必修,工程基础类,2,,肖 瑾
B1B033020,电气技术实践（2）(全汉语),自动化科学与电气工程学院,必修,工程基础类,2,,肖 瑾
B1B033020,电气技术实践（2）(全汉语),自动化科学与电气工程学院,必修,工程基础类,2,,肖 瑾
B1B033020,电气技术实践（2）(全汉语),自动化科学与电气工程学院,必修,工程基础类,2,,肖 瑾
B1B033020,电气技术实践（2）(全汉语),自动化科学与电气工程学院,必修,工程基础类,2,,肖 瑾
B1B033020,电气技术实践（2）(全汉语),自动化科学与电气工程学院,必修,工程基础类,2,,肖 瑾
B1B033020,电气技术实践（2）(全汉语),自动化科学与电气工程学院,必修,工程基础类,2,,肖 瑾
B1B033021,电气技术实践（2）（全英文）(全英语),自动化科学与电气工程学院,必修,工程基础类,2,,黄亚玲
B1B033021,电气技术实践（2）（全英文）(全英语),自动化科学与电气工程学院,必修,工程基础类,2,,黄亚玲
B1B033021,电气技术实践（2）（全英文）(全英语),自动化科学与电气工程学院,必修,工程基础类,2,,黄亚玲
B1B033021L,电气技术实践（2）(全英语),自动化科学与电气工程学院,必修,工程基础类,2,,黄亚玲
B1B033070,微机原理,自动化科学与电气工程学院,必修,工程基础类,2.5,,刘亚斌|李 可
B1B033070,微机原理,自动化科学与电气工程学院,必修,工程基础类,2.5,,袁海斌|李 可
